index/_index,index/_id,id,collection_id,recommendation_id,title,handle,category,body,image_url,min_price,max_price,option1_name,option1_values,option1_values ,option1_values ,option1_values,option1_values,option2_name,option2_values,option2_values ,option2_values ,option2_values,option2_values,option3_name,option3_values,option3_values ,option3_values ,option3_values,option3_values,option4_name,option4_values,option4_values,option5_name,option5_values,option5_values,option6_name,option6_values,colors ,colors,colors,colors ,colors ,tags
test-products-schema,tt466494419044,id466494419044,collect143347644886,rec928931657035,Black Leather Bag,black-leather-bag,Clothing,"Womens black leather bag, with ample space. Can be worn over the shoulder, or remove straps to carry in your hand. ",https://burst.shopifycdn.com/photos/black-bag-over-the-shoulder_925x.jpg,60921,19309,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt858150047397,id858150047397,collect885119919055,rec413153919923,Zipped Jacket,zipped-jacket,Clothing,Dark navy and light blue men's zipped waterproof jacket with an outer zipped chestpocket for easy storeage.,https://burst.shopifycdn.com/photos/menswear-blue-zip-up-jacket_925x.jpg,20367,81648,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt119724372585,id119724372585,collect622804702959,rec330605475547,Silk Summer Top,silk-summer-top,Clothing,Silk womens top with short sleeves and number pattern.,https://burst.shopifycdn.com/photos/young-hip-woman-at-carnival_925x.jpg,69254,71792,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt466515218251,id466515218251,collect637699472614,rec596354171771,Long Sleeve Cotton Top,longsleeve-cotton-top,Clothing,"Black cotton womens top, with long sleeves, no collar and a thick hem. ",https://burst.shopifycdn.com/photos/woman-outside-brownstone_925x.jpg,14088,15706,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt898130586753,id898130586753,collect918828328166,rec961273440143,Chequered Red Shirt,chequered-red-shirt,Clothing,"Classic mens plaid flannel shirt with long sleeves, in chequered style, with two chest pockets.",https://burst.shopifycdn.com/photos/red-plaid-shirt_925x.jpg,43968,3145,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt676965309672,id676965309672,collect410198304874,rec455027569081,White Cotton Shirt,white-cotton-shirt,Clothing,Plain white cotton long sleeved shirt with loose collar. Small buttons and front pocket. ,https://burst.shopifycdn.com/photos/smiling-woman-poses_925x.jpg,65907,77231,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt869295745861,id869295745861,collect610643150838,rec512937364641,Olive Green Jacket,olive-green-jacket,Clothing,Loose fitting olive green jacket with buttons and large pockets. Multicoloured pattern on the front of the shoulders.,https://burst.shopifycdn.com/photos/urban-fashion_925x.jpg,19159,62891,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt514231723526,id514231723526,collect560038519933,rec627102421658,Blue Silk Tuxedo,blue-silk-tuxedo,Clothing,Blue silk tuxedo with marbled aquatic pattern and dark lining. Sleeves are complete with rounded hem and black buttons.,https://burst.shopifycdn.com/photos/man-adjusts-blue-tuxedo-bowtie_925x.jpg,77975,85390,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt977306920612,id977306920612,collect603884146130,rec251615806920,Red Sports Tee,red-sports-tee,Clothing,Women's red sporty t-shirt with colorful details on the sleeves and a small white pocket.,https://burst.shopifycdn.com/photos/womens-red-t-shirt_925x.jpg,28393,51729,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt739197979481,id739197979481,collect801544455200,rec679478804104,Striped Skirt and Top,striped-skirt-and-top,Clothing,Black cotton top with matching striped skirt. ,https://burst.shopifycdn.com/photos/woman-in-the-city_925x.jpg,47556,58814,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt752235044566,id752235044566,collect143347644886,rec938543433483,LED High Tops,led-high-tops,Clothing,"Black high top shoes with green LED lights in the sole, tied up with laces and a buckle. ",https://burst.shopifycdn.com/photos/putting-on-your-shoes_925x.jpg,98740,32730,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
