index/_index,index/_id,id,collection_id,recommendation_id,title,handle,category,body,image_url,min_price,max_price,option1_name,option1_values,option1_values ,option1_values ,option1_values,option1_values,option2_name,option2_values,option2_values ,option2_values ,option2_values,option2_values,option3_name,option3_values,option3_values ,option3_values ,option3_values,option3_values,option4_name,option4_values,option4_values,option5_name,option5_values,option5_values,option6_name,option6_values,colors ,colors,colors,colors ,colors ,tags
test-products-schema,tt335720753958,id487248368437,collect714807163099,rec797434641127,ゴールドペンダント付きチョーカー,choker-with-gold-pendant,ネックレス,"Black cord choker with gold pendant. Beautifully died black leather shapes a choker necklace with findings of 14k yellow gold, displaying gold pendant in a gorgeous balance of dark and light, delicate and strong. <ul>
<li>14k yellow gold</li>
<li>Leather</li>
<li>Length, 12"" with 2.5"" extender</li>
<li>Width, 0.3""</li>
<li>Lobster clasp</li>
<li>Made in USA</li>
</ul>",https://burst.shopifycdn.com/photos/choker-with-gold-pendant_925x.jpg,62155,80779,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,チョーカー、ゴールド、レザー、ペンダント
test-products-schema,tt454355367942,id379013343905,collect768111764261,rec273637314123,ゴールドペンダント付きチョーカー,choker-with-gold-pendant,ネックレス,"Black cord choker with gold pendant. Beautifully died black leather shapes a choker necklace with findings of 14k yellow gold, displaying gold pendant in a gorgeous balance of dark and light, delicate and strong. <ul>
<li>14k yellow gold</li>
<li>Leather</li>
<li>Length, 12"" with 2.5"" extender</li>
<li>Width, 0.3""</li>
<li>Lobster clasp</li>
<li>Made in USA</li>
</ul>",https://burst.shopifycdn.com/photos/choker-pendant-closeup_925x.jpg,48477,58131,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt208231662080,id915007473768,collect669270681133,rec283110896317,三角チョーカー,choker-with-triangle,ネックレス,Black choker with silver triangle pendant.,https://burst.shopifycdn.com/photos/choker-with-triangle_925x.jpg,40184,44859,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,レザー、シルバー、トライアングル
test-products-schema,tt131771397770,id888765137806,collect694604354784,rec482098907439,可憐なゴールドネックレス,dainty-gold-neclace,ネックレス,Dainty gold necklace with two pendants.,https://burst.shopifycdn.com/photos/dainty-gold-necklace_925x.jpg,23224,38186,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ゴールド、ペンダント
test-products-schema,tt814738131730,id283139380507,collect999954420599,rec345823355564,可憐なゴールドネックレス,dainty-gold-neclace,ネックレス,,https://burst.shopifycdn.com/photos/womens-gold-necklace_925x.jpg,95101,21725,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt456337523214,id134074480661,collect560634353706,rec912898452662,ドリームキャッチャー ペンダント ネックレス,dreamcatcher-pendant-necklace,ネックレス,"Turquoise beaded dream catcher necklace. Silver feathers adorn this beautiful dream catcher, which move and twinkle as you walk.",https://burst.shopifycdn.com/photos/dreamcatcher-pendant-necklace_925x.jpg,70405,26950,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ドリームキャッチャー、ペンダント、シルバー、ターコイズ
test-products-schema,tt188030570784,id728356379708,collect963415693147,rec757010258149,ドリームキャッチャー ペンダント ネックレス,dreamcatcher-pendant-necklace,ネックレス,,https://burst.shopifycdn.com/photos/gold-dream-catcher-necklace_925x.jpg,29707,49062,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt523177713730,id432397859581,collect290739845186,rec507515427873,ギャラクシーイヤリング,galaxy-earrings,イヤリング,"One set of galaxy earrings, with sterling silver clasps.",https://burst.shopifycdn.com/photos/galaxy-earrings_925x.jpg,41121,23513,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ブルー、ギャラクシー、シルバー
test-products-schema,tt652317621495,id176940806734,collect242909829836,rec199324135706,ジェムストーンネックレス,gemstone,ネックレス,"<p>Gemstone pendant, housed in sterling silver, with sterling silver chain.</p>
<ul>
<li>Sterling silver chain, 14 inches</li>
<li>Turquoise or Quartz</li>
<li>Boho Chic</li>
<li>Made in USA</li>
</ul>",https://burst.shopifycdn.com/photos/blue-gemstone-pendant_925x.jpg,10143,52468,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ブルー、ジェム、パープル、シルバー、ターコイズ
test-products-schema,tt157648700931,id790974255080,collect999200678977,rec940050084460,ジェムストーンネックレス,gemstone,ネックレス,"<p>Gemstone pendant, housed in sterling silver, with sterling silver chain.</p>
<ul>
<li>Sterling silver chain, 14 inches</li>
<li>Turquoise or Quartz</li>
<li>Boho Chic</li>
<li>Made in USA</li>
</ul>",https://burst.shopifycdn.com/photos/gemstone-necklace_925x.jpg,27202,47974,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"収納付き,⻑さが短い"
test-products-schema,tt809980303424,id728431750788,collect787016511737,rec940239524187,ジェムストーンネックレス,gemstone,ネックレス,"<p>Gemstone pendant, housed in sterling silver, with sterling silver chain.</p>
<ul>
<li>Sterling silver chain, 14 inches</li>
<li>Turquoise or Quartz</li>
<li>Boho Chic</li>
<li>Made in USA</li>
</ul>",https://burst.shopifycdn.com/photos/womens-necklace_925x.jpg,84288,48883,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt376233923209,id562750738211,collect468908514466,rec514202424329,ジェムストーンネックレス,gemstone,ネックレス,"<p>Gemstone pendant, housed in sterling silver, with sterling silver chain.</p>
<ul>
<li>Sterling silver chain, 14 inches</li>
<li>Turquoise or Quartz</li>
<li>Boho Chic</li>
<li>Made in USA</li>
</ul>",https://burst.shopifycdn.com/photos/purple-gemstone-necklace_925x.jpg,30889,50435,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt758306652711,id965691392937,collect470956346330,rec602250423560,ゴールドバードネックレス,gold-bird-necklace,ネックレス,"14k Gold delicate necklace, with bird between two chains.",https://burst.shopifycdn.com/photos/gold-bird-necklace_925x.jpg,77853,59974,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,鳥、ゴールド
test-products-schema,tt586876580426,id671588909146,collect300857526048,rec556511990393,ゴールドエレファントイヤリング,looped-earrings,イヤリング,"Small 14k gold elephant earrings, with opal ear detail.",https://burst.shopifycdn.com/photos/elephant-earrings_925x.jpg,33855,51598,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ゴールド、シルバー
test-products-schema,tt147885275253,id256674215061,collect882073667402,rec185270303458,ガーディアンエンジェル イヤリング,guardian-angel-earrings,イヤリング,Sterling silver guardian angel earrings with diamond gemstones.,https://burst.shopifycdn.com/photos/guardian-angel-earrings_925x.jpg,89217,56451,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,エンジェル、シルバー
test-products-schema,tt420360864765,id345445544128,collect251042257076,rec899863799966,ガーディアンエンジェル イヤリング,guardian-angel-earrings,イヤリング,Sterling silver guardian angel earrings with diamond gemstones.,https://burst.shopifycdn.com/photos/guardian-angel-earring-closeup_925x.jpg,54274,71183,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt707849356049,id653591059928,collect370427205423,rec132593910014,ムーンチャームブレスレット,moon-charm-bracelet,ブレスレット,Moon 14k gold chain friendship bracelet.,https://burst.shopifycdn.com/photos/womens-hand-moon-bracelet-_925x.jpg,22646,86199,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ゴールド、ムーン
test-products-schema,tt148388443575,id390030315454,collect639393574340,rec420889474108,ムーンチャームブレスレット,moon-charm-bracelet,ブレスレット,Moon 14k gold chain friendship bracelet.,https://burst.shopifycdn.com/photos/moon-friendship-bracelet_925x.jpg,47804,94073,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt301544590732,id338360569337,collect508227734306,rec596526146114,ムーンチャームブレスレット,moon-charm-bracelet,ブレスレット,Moon 14k gold chain friendship bracelet.,https://burst.shopifycdn.com/photos/womens-hand-charm-bracelet_925x.jpg,80455,43839,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt139376068474,id177533241298,collect692848251904,rec320465767474,折り鶴ネックレス,origami-crane-necklace,ネックレス,Sterling silver origami crane necklace.,https://burst.shopifycdn.com/photos/origami-crane-necklace-gold_925x.jpg,89565,15460,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,鶴、折り紙、シルバー
test-products-schema,tt810624354181,id372426867933,collect866303365261,rec393426374443,折り鶴ネックレス,origami-crane-necklace,ネックレス,,https://burst.shopifycdn.com/photos/silver-origami-necklace_925x.jpg,15543,59200,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt752478249441,id241948668968,collect279408198869,rec939631823257,折り鶴ネックレス,origami-crane-necklace,ネックレス,,https://burst.shopifycdn.com/photos/origami-crane-necklace_925x.jpg,62515,68830,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt956249851464,id117633147097,collect873333682369,rec388179817839,折り鶴ネックレス,origami-crane-necklace,ネックレス,,https://burst.shopifycdn.com/photos/womens-green-turtleneck_925x.jpg,94603,88034,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
test-products-schema,tt576077183426,id810706864118,collect843951672228,rec370272138860,プリティゴールドネックレス,pretty-gold-necklace,ネックレス,14k gold and turquoise necklace. Stunning beaded turquoise on gold and pendant filled double chain design.,https://burst.shopifycdn.com/photos/pretty-gold-necklace_925x.jpg,71736,11346,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,ゴールド、ターコイズ
test-products-schema,tt851804305358,id595808687896,collect941592984810,rec904177939160,プリティゴールドネックレス,pretty-gold-necklace,ネックレス,15k gold and turquoise necklace. Stunning beaded turquoise on gold and pendant filled double chain design.,https://burst.shopifycdn.com/photos/necklace-earrings-set_925x.jpg,24702,12679,,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,
