index/_index,index/_id,id,collection_id,recommendation_id,title,handle,category,body,image_url,min_price,max_price,option1_name,option1_values,option1_values ,option1_values ,option1_values,option1_values,option2_name,option2_values,option2_values ,option2_values ,option2_values,option2_values,option3_name,option3_values,option3_values ,option3_values ,option3_values,option3_values,option4_name,option4_values,option4_values,option5_name,option5_values,option5_values,option6_name,option6_values,colors ,colors,colors,colors ,colors ,tags
test-products-schema,tt300359431088,id300359431088,collect801544455200,rec742385806581,Yellow watering can,yellow-watering-can,Home and Garden,<p>Vintage vibrant watering can</p>,https://burst.shopifycdn.com/photos/flowers-in-yellow-watering-can_925x.jpg,59391,82090,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,Plants
test-products-schema,tt791126029330,id791126029330,collect143347644886,rec899214100923,Gardening hand trowel,gardening-hand-trowel,Home and Garden,<p>Metal gardening hand trowel with wooden handle</p>,https://burst.shopifycdn.com/photos/spring-gardening-set-up_925x.jpg,31027,78784,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,Plants
test-products-schema,tt774659196112,id774659196112,collect885119919055,rec876866965206,Biodegradable cardboard pots,biodegradable-cardboard-pots,Home and Garden,<p>Biodegradable outdoor cardboard pots</p>,https://burst.shopifycdn.com/photos/potted-seeds_925x.jpg,62395,32330,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"Garden,Plants"
test-products-schema,tt671645092686,id671645092686,collect622804702959,rec997893721059,Grey Sofa,grey-sofa,Home and Garden,<p>Large four seater grey sofa</p>,https://burst.shopifycdn.com/photos/large-grey-sofa-by-brick-wall_925x.jpg,30187,97003,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,Sofa
test-products-schema,tt785225295876,id785225295876,collect637699472614,rec315784130696,Wooden outdoor slats,wooden-outdoor-slats,Home and Garden,<p>Wooden outdoor fencing slats</p>,https://burst.shopifycdn.com/photos/house-plant-on-wooden-slat-wall_925x.jpg,25852,97859,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"Wood,Garden"
test-products-schema,tt595442686724,id595442686724,collect918828328166,rec609710110631,Wooden Fence,wooden-fence,Home and Garden,<p>Wooden garden fence</p>,https://burst.shopifycdn.com/photos/picket-fence-flowers_925x.jpg,80814,21713,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"Garden,Wood"
test-products-schema,tt426721775692,id426721775692,collect410198304874,rec855159456158,Yellow Sofa,yellow-sofa,Home and Garden,<p>Two seater yellow sofa with wooden legs</p>,https://burst.shopifycdn.com/photos/yellow-couch-by-black-and-white-mural_925x.jpg,70950,58180,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,Sofa
test-products-schema,tt982333708229,id982333708229,collect610643150838,rec669466034037,Knitted Throw Pillows,knitted-throw-pillows,Home and Garden,<p>Homemade knitted throw pillows in a variety of colors</p>,https://burst.shopifycdn.com/photos/yellow-sofa-with-throw-pillows_925x.jpg,90160,61026,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,Pillows
test-products-schema,tt529822730817,id529822730817,collect560038519933,rec320273734357,Vanilla candle,vanilla-candle,Home and Garden,<p>Vanilla scent candle in jar</p>,https://burst.shopifycdn.com/photos/diy-organic-candle_925x.jpg,19738,81376,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,Candle
test-products-schema,tt591044367157,id591044367157,collect603884146130,rec306010418153,Black Beanbag,black-bean-bag,Home and Garden,<p>Black leather beanbag</p>,https://burst.shopifycdn.com/photos/comfortable-living-room-cat_925x.jpg,40009,22774,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"Black,Leather"
test-products-schema,tt948892247653,id948892247653,collect801544455200,rec599933899254,Bedside Table,bedside-table,Home and Garden,<p>Wooden bedside table</p>,https://burst.shopifycdn.com/photos/dark-wall-bedside-table_925x.jpg,11144,83147,set-type,ゾーンコイルのセット,ボンネットコイルのセット,ポケットコイルのセット,プレミアムボンネルのセット,プレミアムポケットのセット,size,シングル,セミダブル,ダブル,クイーン,キング,flame-color,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,mattress-color,ホワイト系,ブラック系,installation,なし,あり,null,null,ライトグレー,ウォルナットブラウン,シナモングレージュ,ノルディックオーク,ダークグレー,"Wood,Bedroom"
